ano;mes;avaliador;vistoria_data;vistoria_risco;vistoria_localidade;vistoria_rpa_codigo;vistoria_microrregiao;vistoria_setor;processo_numero
 2021;10-outubro;Engenheiro - Área Morro;2021-10-25 09:57:00;Não informado;LAGOA ENCANTADA;1;1.3;1-CENTRO;8094613021
